location,bedrooms,bathrooms,toilets,area_sqm,type,price_naira,source
Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,4500000,propertypro_mainland
Yaba Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Yaba Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Yaba Lagos,,,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
"Off Herbert Macaulay Way, Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,3000000,propertypro_mainland
Surulere Lagos,4.0,,,,House FOR Rent,10000000,propertypro_mainland
"Directly Facing A Busy Road, Yaba Lagos",,,,,Commercial Property FOR Rent,6000000,propertypro_mainland
"Sabo Alagomeji Yaba, Lagos Alagomeji Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,5500000,propertypro_mainland
"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",3.0,3.0,,,Flat Apartment FOR Rent,8000000,propertypro_mainland
"Off Herbert Macaulay Way, Yaba ,lagos. Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
"Alagomeji, Yaba, Lagos Alagomeji Yaba Lagos",,,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
"By Herbert Macaulay Way, Yaba Lagos",,,,,Commercial Property FOR Rent,5000000,propertypro_mainland
"By Herbert Macaulay Way, Yaba, Lagos Yaba Lagos",,,,,Commercial Property FOR Rent,1000000,propertypro_mainland
"Olufunmilola Okikiolu Street By Toyin Street, Ikeja Toyin Street Ikeja Lagos",3.0,2.0,,,Commercial Property FOR Rent,5000000,propertypro_mainland
"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,4000000,propertypro_mainland
"Along Commercial Avenue, Sabo Yaba Lagos",,,,,Commercial Property FOR Rent,2000000,propertypro_mainland
"Facing A Busy Road By Herbert Macaulay Way, Yaba Lagos",,,,,Commercial Property FOR Rent,1000000,propertypro_mainland
"Sabo Alagomeji, Alagomeji Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,3000000,propertypro_mainland
Ilupeju Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4000000,propertypro_mainland
Alagomeji Sabo Alagomeji Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4000000,propertypro_mainland
Sabo Alagomeji Yaba Lagos,2.0,,,,Flat Apartment FOR Rent,3000000,propertypro_mainland
Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Sabo Alagomeji Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4000000,propertypro_mainland
Yaba Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,4500000,propertypro_mainland
Alagomeji Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,6000000,propertypro_mainland
"Sabo Alagomeji, Yaba Lagos",,,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Sabo Alagomeji Yaba Lagos,2.0,,,,Flat Apartment FOR Rent,4500000,propertypro_mainland
Yaba Lagos,,,,,Commercial Property FOR Rent,1500000,propertypro_mainland
"Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,3500000,propertypro_mainland
"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",3.0,,,,Flat Apartment FOR Rent,6000000,propertypro_mainland
"Off Herbert Macaulay Way, Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,3000000,propertypro_mainland
Sabo Alagomeji Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,4500000,propertypro_mainland
"Yaba , Yaba Lagos",3.0,,,,Flat Apartment FOR Rent,3500000,propertypro_mainland
Yaba Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
Alagomeji Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,7000000,propertypro_mainland
Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Surulere Lagos,3.0,3.0,,,Commercial Property FOR Rent,4500000,propertypro_mainland
"Off Herbert Macaulay Way, Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
"Off Herbert Macaulay Way, Yaba ,lagos. Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,2800000,propertypro_mainland
Shomolu Lagos,,,,,Commercial Property FOR Rent,2500000,propertypro_mainland
Sabo Alagomeji Yaba Lagos,3.0,,,,Flat Apartment FOR Rent,6000000,propertypro_mainland
Agidingbi Ikeja Lagos,,,,,Commercial Property FOR Rent,25000000,propertypro_mainland
"In An Estate Off Herbert Macaulay Way, Yaba ,lagos. Yaba Lagos",3.0,3.0,,,House FOR Rent,9000000,propertypro_mainland
"Alagomeji, Sabo Yaba Lagos",,,,,Commercial Property FOR Rent,4500000,propertypro_mainland
"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",,,,,Commercial Property FOR Rent,5000000,propertypro_mainland
"By Herbert Macaulay Way, Yaba, Lagos Yaba Lagos",,,,,Commercial Property FOR Rent,5000000,propertypro_mainland
In An Estate In Yaba Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,6000000,propertypro_mainland
Yaba Lagos,3.0,2.0,,,Flat Apartment FOR Rent,4000000,propertypro_mainland
Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Alagomeji Sabo Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,3500000,propertypro_mainland
Yaba Yaba Lagos,,,,,Commercial Property FOR Rent,3500000,propertypro_mainland
"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",3.0,3.0,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
University Of Lagos Road Abule Oja Yaba Lagos,,,,,Commercial Property FOR Rent,3000000,propertypro_mainland
Yaba Lagos,,,,,Commercial Property FOR Rent,1500000,propertypro_mainland
"Anthony, Lagos Anthony Village Maryland Lagos",2.0,2.0,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
"Off Herbert Macaulay Way, Yaba, Lagos. Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
"Off Herbert Macaulay Way, Yaba, Lagos. Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,4500000,propertypro_mainland
Sabo Alagomeji Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,4500000,propertypro_mainland
"By Herbert Macaulay Way, Yaba, Lagos Yaba Lagos",,,,,Commercial Property FOR Rent,12000000,propertypro_mainland
Sabo Alagomeji Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
"Sabo Alagomeji, Alagomeji Yaba Lagos",,,,,House FOR Rent,42000000,propertypro_mainland
Sabo Alagomeji Alagomeji Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
Bariga Lagos,2.0,2.0,,,House FOR Rent,2500000,propertypro_mainland
Precisely Sawmill New Garage Gbagada Lagos,3.0,2.0,,,House FOR Rent,4000000,propertypro_mainland
Allen Avenue Ikeja Lagos,3.0,3.0,,,House FOR Rent,15000000,propertypro_mainland
Charlie Boy Gbagada Phase 1 Gbagada Lagos,2.0,3.0,,,House FOR Rent,4500000,propertypro_mainland
Magodo Gra Phase 1 Ojodu Lagos,2.0,3.0,,,House FOR Rent,3500000,propertypro_mainland
Allen Avenue Ikeja Lagos,4.0,4.0,,,House FOR Rent,16000000,propertypro_mainland
Millenuim Ups Gbagada Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Gbagada Phase 1 Gbagada Lagos,2.0,2.0,,,House FOR Rent,5000000,propertypro_mainland
Mende Maryland Lagos,3.0,3.0,,,House FOR Rent,5000000,propertypro_mainland
Millenuim Ups Gbagada Lagos,3.0,3.0,,,House FOR Rent,5000000,propertypro_mainland
Ifako Gbagada Gbagada Lagos,2.0,2.0,,,House FOR Rent,3000000,propertypro_mainland
Allen Avenue Ikeja Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
Magodo Gra Phase 1 Ojodu Lagos,3.0,3.0,,,House FOR Rent,5000000,propertypro_mainland
Omole Phase 2 Ojodu Lagos,5.0,5.0,,,House FOR Rent,25000000,propertypro_mainland
Magodo Gra Phase 2 Kosofe Ikosi Lagos,3.0,3.0,,,House FOR Rent,5000000,propertypro_mainland
Close To Charlie Boy Axis Gbagada Phase 1 Gbagada Lagos,1.0,2.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
Atunranse Estate Gbagada Lagos,2.0,2.0,,,House FOR Rent,4500000,propertypro_mainland
Anthony Village Maryland Lagos,4.0,4.0,,,House FOR Rent,13000000,propertypro_mainland
Community Road Adekunle Yaba Lagos,3.0,2.0,,,House FOR Rent,3500000,propertypro_mainland
Akoka Yaba Lagos,2.0,2.0,,,House FOR Rent,3500000,propertypro_mainland
Lsdpc Maryland Estate Maryland Lagos,5.0,5.0,,,House FOR Rent,15000000,propertypro_mainland
Agidingbi Ikeja Lagos,2.0,2.0,,,House FOR Rent,2500000,propertypro_mainland
Adeniyi Jones Ikeja Lagos,5.0,5.0,,,House FOR Rent,25000000,propertypro_mainland
Magodo Gra Phase 1 Ojodu Lagos,2.0,2.0,,,House FOR Rent,4000000,propertypro_mainland
Millenuim Ups Gbagada Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Ikorodu Road(ilupeju) Ilupeju Lagos,3.0,2.0,,,House FOR Rent,4000000,propertypro_mainland
Ifako Gbagada Gbagada Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Magodo Gra Phase 2 Kosofe Ikosi Lagos,3.0,3.0,,,House FOR Rent,10000000,propertypro_mainland
Allen Avenue Ikeja Lagos,4.0,3.0,,,House FOR Rent,5000000,propertypro_mainland
Anthony Village Maryland Lagos,3.0,2.0,,,House FOR Rent,4500000,propertypro_mainland
Gbagada Phase 1 Gbagada Lagos,2.0,2.0,,,House FOR Rent,2500000,propertypro_mainland
Akoka Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1400000,propertypro_mainland
"Magodo Phase 2, Magodo Gra Phase 1 Ojodu Lagos",4.0,5.0,,,House FOR SALE,300000000,propertypro_mainland
Governors Road Iyana Ipaja Ipaja Lagos,2.0,3.0,,,House FOR Rent,1500000,propertypro_mainland
New Oko Oba Abule Egba Lagos New Oko Oba Abule Egba Lagos,2.0,3.0,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
Liasu Off Governors Road Ikotun Egbe Egbe Idimu Lagos,2.0,3.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
Ipaja Road Lagos Ipaja Ipaja Lagos,2.0,2.0,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
Giwa Aboru Iyana Ipaja Ipaja Lagos,1.0,1.0,,,Flat Apartment FOR Rent,700000,propertypro_mainland
An Estate In Aboru Iyana Ipaja Road Lagos Iyana Ipaja Ipaja Lagos,1.0,2.0,,,House FOR Rent,1000000,propertypro_mainland
Aboru Iyana Ipaja Ipaja Lagos,2.0,3.0,,,House FOR Rent,1600000,propertypro_mainland
Aboru Iyana Ipaja Road Lagos Iyana Ipaja Ipaja Lagos,2.0,1.0,,,House FOR Rent,900000,propertypro_mainland
Aboru Iyana Ipaja Road Lagos State Iyana Ipaja Ipaja Lagos,2.0,2.0,,,House FOR Rent,1500000,propertypro_mainland
Anthony Village Maryland Lagos,3.0,3.0,,,Flat Apartment FOR Rent,8000000,propertypro_mainland
Ilupeju Estate Coker Road Ilupeju Lagos,4.0,4.0,,,House FOR Rent,15000000,propertypro_mainland
Olusoji Idowu Ikorodu Road(ilupeju) Ilupeju Lagos,4.0,3.0,,,Commercial Property FOR Rent,8000000,propertypro_mainland
Arowojobe Mende Maryland Lagos,4.0,4.0,,,House FOR Rent,10000000,propertypro_mainland
Obanikoro Shomolu Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
Obanikoro Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
Shomolu Bariga Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1700000,propertypro_mainland
Randle Avenue Surulere Lagos,3.0,2.0,,,House FOR Rent,15000000,propertypro_mainland
Anthony Village Anthony Village Maryland Lagos,1.0,2.0,,,Flat Apartment FOR Rent,4000000,propertypro_mainland
Off Coker Coker Road Ilupeju Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Off Coker Coker Road Ilupeju Lagos,6.0,5.0,,,House FOR Rent,15000000,propertypro_mainland
Sura Mogaji Coker Road Ilupeju Lagos,4.0,4.0,,,House FOR Rent,15000000,propertypro_mainland
By Indian School Coker Road Ilupeju Lagos,3.0,3.0,,,House FOR Rent,10500000,propertypro_mainland
Off Emmauel Keshi Magodo Gra Phase 2 Kosofe Ikosi Lagos,4.0,5.0,,,House FOR Rent,20000000,propertypro_mainland
Magodo Ph2 Kosofe Ikosi Lagos,4.0,5.0,,,House FOR Rent,15000000,propertypro_mainland
Gra Ikeja Lagos,,,,,Commercial Property FOR Rent,300000,propertypro_mainland
Omole Phase 2 Ojodu Lagos,5.0,,,,House FOR Rent,25000000,propertypro_mainland
Magodo Gra Phase 2 Kosofe/ikosi Lagos,3.0,3.0,,,Flat / Apartment FOR SHORTLET,140000,propertypro_mainland
Ikeja Gra Ikeja Lagos,,,,,House FOR Rent,35000000,propertypro_mainland
Off Allen Avenue Ikeja Lagos,,,,200.0,Commercial Property FOR Rent,110000,propertypro_mainland
Ogba Ogba Lagos,,,,,Commercial Property FOR Rent,50000000,propertypro_mainland
Yaba Lagos,2.0,,,,Flat Apartment FOR Rent,4500000,propertypro_mainland
Ilupeju Lagos,4.0,,,,Flat Apartment FOR Rent,4000000,propertypro_mainland
Shonibare Estate Ikeja Lagos,4.0,,,,House FOR Rent,30000000,propertypro_mainland
Allen Avenue Ikeja Lagos,,,,300.0,Commercial Property FOR Rent,150000,propertypro_mainland
Ikeja Gra Ikeja Lagos,3.0,3.0,,,House FOR Rent,15000000,propertypro_mainland
Off Allen Avenue Allen Avenue Ikeja Lagos,,,,,Commercial Property FOR Rent,17000000,propertypro_mainland
Allen Avenue Ikeja Lagos,,,,,Commercial Property FOR Rent,16000000,propertypro_mainland
Aguda Surulere Lagos,2.0,3.0,,,Flat Apartment FOR Rent,3500000,propertypro_mainland
Ikeja Gra Ikeja Lagos,4.0,5.0,,,House FOR Rent,60000000,propertypro_mainland
Shonibare Estate Maryland Lagos,3.0,4.0,,,Flat Apartment FOR Rent,15000000,propertypro_mainland
Millenuim Ups Gbagada Lagos,4.0,5.0,,,House FOR Rent,15000000,propertypro_mainland
Gbagada Phase 1 Gbagada Lagos,4.0,5.0,,,House FOR Rent,20000000,propertypro_mainland
"Pedro Axis, Gbagada Phase 1 Gbagada Lagos",4.0,5.0,,,House FOR Rent,7000000,propertypro_mainland
"Apata Str, Shomolu Lagos",2.0,3.0,,,Flat Apartment FOR Rent,4500000,propertypro_mainland
Oke Ira Ogba Lagos,,,,,Flat Apartment FOR Rent,800000,propertypro_mainland
Magodo Phase 1 Ojodu Lagos,2.0,,,,Flat Apartment FOR Rent,3000000,propertypro_mainland
Oke Ira Ogba Lagos,,,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Ajayi Road Ogba Lagos,,,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Unilag Estate Extension Magodo Phase 1 Ojodu Lagos,,,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Oke Ira Ogba Lagos,2.0,,,,Flat Apartment FOR Rent,1800000,propertypro_mainland
Oke Ira Ogba Lagos,2.0,,,,Flat Apartment FOR Rent,3000000,propertypro_mainland
Oke Ira Ogba Lagos,,,,,Flat Apartment FOR Rent,1800000,propertypro_mainland
Omole Phase 2 Ikeja Lagos,3.0,3.0,,,House FOR Rent,25000000,propertypro_mainland
Apapa Road Ijora Ijora Apapa Lagos,,,,,Commercial Property FOR Rent,40000,propertypro_mainland
Akoka Yaba Lagos,,,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
New Garage Gbagada Lagos,,,,,Commercial Property FOR Rent,1200000,propertypro_mainland
Shomolu Shomolu Lagos,,,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Yakoyo Yakoyo Alagbole Ojodu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Berger Ojodu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Berger Ojodu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Lawanson Surulere Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Morgan Estate Ojodu Lagos,3.0,3.0,,,House FOR Rent,3500000,propertypro_mainland
Bariga Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
Itire Surulere Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1800000,propertypro_mainland
Ifako Ogba Ogba Lagos,2.0,2.0,,,House FOR Rent,1800000,propertypro_mainland
Yakoyo Alagbole Ojodu Lagos,4.0,4.0,,,House FOR Rent,3500000,propertypro_mainland
Omole Phase 2 Ojodu Lagos,3.0,3.0,,,House FOR Rent,5000000,propertypro_mainland
Shomolu Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Ifako Gbagada Gbagada Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Shomolu Shomolu Lagos,,,,,Commercial Property FOR Rent,500000,propertypro_mainland
Lasu Isheri Ikotun Igando Lagos,2.0,2.0,,,House FOR Rent,1500000,propertypro_mainland
Off College Road Ifako Ogba Ogba Lagos,2.0,2.0,,,House FOR Rent,2500000,propertypro_mainland
Ikotun Igando Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Ikotun Igando Lagos,1.0,1.0,,,Flat Apartment FOR Rent,850000,propertypro_mainland
Ikotun Igando Lagos,,,,,Flat Apartment FOR Rent,400000,propertypro_mainland
Medina Gbagada Lagos,3.0,3.0,,,House FOR Rent,4000000,propertypro_mainland
Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Berger Ojodu Lagos,2.0,2.0,,,House FOR Rent,3000000,propertypro_mainland
Bariga Shomolu Lagos,,,,,Commercial Property FOR Rent,700000,propertypro_mainland
Berger Ojodu Lagos,3.0,3.0,,,House FOR Rent,3500000,propertypro_mainland
Adeniyi Jones Ikeja Lagos,4.0,5.0,,,House FOR SALE,395000000,propertypro_mainland
Berger Ojodu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Off College Road Ifako Ogba Ogba Lagos,2.0,2.0,,,House FOR Rent,2500000,propertypro_mainland
Shomolu Shomolu Lagos,,,,,Flat Apartment FOR Rent,800000,propertypro_mainland
Ijesha Surulere Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Berger Ojodu Lagos,3.0,3.0,,,House FOR Rent,4000000,propertypro_mainland
Berger Ojodu Lagos,3.0,3.0,,,House FOR Rent,3500000,propertypro_mainland
Itire Surulere Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Ilupeju Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
Berger Ojodu Lagos,3.0,3.0,,,Commercial Property FOR Rent,4800000,propertypro_mainland
New Garage Gbagada Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Oworonshoki Gbagada Lagos,,,,,Flat Apartment FOR Rent,600000,propertypro_mainland
Alausa Ikeja Lagos,,,,121.0,Commercial Property FOR Rent,70000,propertypro_mainland
Omole Phase 1 Ojodu Lagos,2.0,2.0,,,Commercial Property FOR Rent,5500000,propertypro_mainland
Allen Avenue Ikeja Lagos,4.0,4.0,,,House FOR Rent,16000000,propertypro_mainland
Ikeja Along Dopemu Agege Lagos,,,,500.0,Commercial Property FOR Rent,5000000,propertypro_mainland
Ikeja Gra Ikeja Lagos,4.0,4.0,,,House FOR Rent,20000000,propertypro_mainland
Onipan Shomolu Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Palmgroove Shomolu Shomolu Lagos,,,,,Commercial Property FOR Rent,3000000,propertypro_mainland
Onipan Shomolu Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,9000000,propertypro_mainland
Palmgroove Palmgroove Shomolu Lagos,2.0,2.0,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
Morocco Shomolu Shomolu Lagos,,,,,Commercial Property FOR Rent,3000000,propertypro_mainland
Alagomeji Alagomeji Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
Akoka Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Akoka Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Bariga Shomolu Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Ebute Metta Adekunle Yaba Lagos,3.0,2.0,,,Flat Apartment FOR Rent,3000000,propertypro_mainland
Jibowu Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Onipan Shomolu Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,16000000,propertypro_mainland
Onipan Palmgroove Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Palmgroove Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Chemist Akoka Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Onipan Palmgroove Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Palmgroove Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Morocco Shomolu Shomolu Lagos,,,,,Commercial Property FOR Rent,2000000,propertypro_mainland
Bariga Shomolu Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Adekunle Ebute Metta Yaba Lagos,,,,,Commercial Property FOR Rent,1500000,propertypro_mainland
Pedro Shomolu Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Morocco Shomolu Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Onipan Palmgroove Shomolu Lagos,2.0,2.0,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
Onipan Palmgroove Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Onipan Palmgroove Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Palmgroove Shomolu Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Onipan Shomolu Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Bajulaiye Shomolu Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Walkable To Pen Cinema Bustop Pen Cinema Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,npc_mainland
Gold Carden Estate Micon Akowonjo/egbeda Akowonjo Alimosho Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
"Off Toyin, Toyin Street Ikeja Lagos",2.0,2.0,,,Flat Apartment FOR Rent,4500000,npc_mainland
Valley View Estate Egbeda Alimosho Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,npc_mainland
Issac John Ikeja Gra Ikeja Lagos,3.0,3.0,,,Flat Apartment FOR Rent,35000000,npc_mainland
Very Close To Pen Cinema Bustop Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,npc_mainland
Very Close To Pen Cinema Bustop Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,npc_mainland
Shonibare Estate Ikeja Gra Ikeja Lagos,4.0,4.0,,,House FOR Rent,30000000,npc_mainland
Ikeja Gra Ikeja Lagos,4.0,5.0,,,House FOR Rent,23000000,npc_mainland
Adekunle Fajuyi Ikeja Gra Ikeja Lagos,,,,226.0,Land FOR Rent,1000000000,npc_mainland
Akora Estate Adeniyi Jones Ikeja Lagos,,,,0.0,Land FOR Rent,700000000,npc_mainland
River Valley Estate Ojodu Lagos,,,,0.0,Land FOR Rent,1200000000,npc_mainland
Alausa Ikeja Lagos,,,,300.0,Land FOR Rent,800000000,npc_mainland
Ikeja Gra Ikeja Lagos,,,,62.0,Land FOR Rent,1800000000,npc_mainland
Aguda Surulere Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4000000,npc_mainland
Ajao Estate Isolo Lagos,1.0,,,,Flat Apartment FOR Rent,1200000,npc_mainland
Gowon Estate Egbeda Alimosho Lagos,3.0,3.0,,,House FOR Rent,3000000,npc_mainland
Off International Airport Road Ajao Estate Isolo Lagos,1.0,,,,Flat Apartment FOR Rent,2000000,npc_mainland
Oke Ira Ogba Lagos,3.0,,,,Flat Apartment FOR Rent,5000000,npc_mainland
Surulere Lagos,3.0,,,,Flat Apartment FOR Rent,6000000,npc_mainland
Kilo Marsha Surulere Lagos,3.0,,,,Flat Apartment FOR Rent,5000000,npc_mainland
Alaka Estate Surulere Lagos,3.0,,,,Flat Apartment FOR Rent,6000000,npc_mainland
Magodo Gra Phase 2 Kosofe/ikosi Lagos,3.0,3.0,,,Flat / Apartment FOR SHORTLET,140000,npc_mainland
Ikeja Gra Ikeja Lagos,3.0,3.0,,,Flat / Apartment FOR SHORTLET,210000,npc_mainland
Omole Phase 2 Ojodu Lagos,5.0,,,,House FOR Rent,25000000,npc_mainland
Awolowo Way Ikeja Lagos,,,,,Commercial Property FOR Rent,18000000,npc_mainland
Allen Avenue Ikeja Lagos,9.0,,,,House FOR Rent,18000000,npc_mainland
Ikeja Gra Ikeja Lagos,,,,300.0,Commercial Property FOR Rent,60000000,npc_mainland
Omole Phase 2 Ojodu Lagos,5.0,5.0,,,House FOR Rent,15000000,npc_mainland
"Mende, Maryland Maryland Lagos",4.0,4.0,,,House FOR Rent,13000000,npc_mainland
"Puposola Road, New Oko Oba Abule Egba Lagos",,,,,Land FOR Rent,7000000,npc_mainland
Ikeja Gra Ikeja Lagos,3.0,3.0,,,House FOR Rent,25000000,npc_mainland
Gra Ikeja Lagos,5.0,5.0,,,House FOR Rent,28000000,npc_mainland
"Ikeja Gra, Ikeja, Lagos Ikeja Gra Ikeja Lagos",6.0,6.0,,,House FOR Rent,30000000,npc_mainland
"Ikeja, Lagos Ikeja Lagos",,,,,Commercial Property FOR Rent,30000000,npc_mainland
Gbagada Lagos Gbagada Lagos,4.0,4.0,,,House FOR Rent,249000000,npc_mainland
"Alimosho Lga, Egbe Ikotun Igando Lagos",,5.0,,,Commercial Property FOR Rent,30000,npc_mainland
"Magodo Phase 2, Magodo Gra Phase 1 Ojodu Lagos",4.0,5.0,,,House FOR SALE,300000000,npc_mainland
Shonny Highway Ikeja Gra Ikeja Lagos,3.0,3.0,,,Flat Apartment FOR Rent,15000000,npc_mainland
"Magodo Phase 2, Magodo Gra Phase 1 Ojodu Lagos",4.0,5.0,,,House FOR SALE,300000000,npc_mainland
